timestamp,bytes_sent_per_sec,bytes_recv_per_sec,packets_sent_per_sec,packets_recv_per_sec,total_bytes_per_sec,errors,drops
2026-01-04 12:19:56.482496,19312.0,15808.0,43.0,37.0,35120.0,0,0
2026-01-04 12:19:57.483510,4410.0,2771.0,13.0,16.0,7181.0,0,0
2026-01-04 12:19:58.484503,23514.0,22538.0,66.0,68.0,46052.0,0,0
2026-01-04 12:19:59.485522,55784.0,6630.0,73.0,48.0,62414.0,0,0
2026-01-04 12:20:00.486831,13301.0,8229.0,14.0,22.0,21530.0,0,0
2026-01-04 12:20:01.487529,4615.0,826.0,6.0,7.0,5441.0,0,0
2026-01-04 12:20:02.488540,4934.0,846.0,4.0,4.0,5780.0,0,0
2026-01-04 12:20:03.489850,12508.0,2202.0,8.0,8.0,14710.0,0,0
2026-01-04 12:20:04.491131,8642.0,1226.0,39.0,18.0,9868.0,0,0
2026-01-04 12:20:05.491512,61047.0,61569.0,159.0,161.0,122616.0,0,0
2026-01-04 12:20:06.492847,93666.0,158745.0,206.0,270.0,252411.0,0,0
2026-01-04 12:20:07.494169,28100.0,68268.0,74.0,90.0,96368.0,0,0
2026-01-04 12:20:08.495534,53297.0,151138.0,114.0,180.0,204435.0,0,0
2026-01-04 12:20:09.496836,48369.0,90863.0,137.0,189.0,139232.0,0,0
2026-01-04 12:20:10.497460,173686.0,86954.0,213.0,244.0,260640.0,0,0
2026-01-04 12:20:11.498709,194326.0,655963.0,443.0,895.0,850289.0,0,0
2026-01-04 12:20:12.500071,243856.0,1003936.0,652.0,1320.0,1247792.0,0,0
2026-01-04 12:20:13.501415,178202.0,374594.0,564.0,714.0,552796.0,0,0
2026-01-04 12:20:14.502510,0.0,0.0,0.0,0.0,0.0,0,0
2026-01-04 12:20:15.503498,3583.0,4075.0,11.0,8.0,7658.0,0,0
2026-01-04 12:20:16.504810,223.0,1078.0,2.0,5.0,1301.0,0,0
2026-01-04 12:20:17.505580,44233.0,1443.0,22.0,19.0,45676.0,0,0
2026-01-04 12:20:18.506521,4310.0,534.0,11.0,7.0,4844.0,0,0
2026-01-04 12:20:19.507911,96.0,74.0,1.0,1.0,170.0,0,0
2026-01-04 12:20:20.509213,28295.0,2790.0,25.0,16.0,31085.0,0,0
2026-01-04 12:20:21.510505,13553.0,2712.0,17.0,17.0,16265.0,0,0
2026-01-04 12:20:22.511501,818.0,7938.0,8.0,16.0,8756.0,0,0
2026-01-04 12:20:23.512499,1550.0,1412.0,19.0,17.0,2962.0,0,0
2026-01-04 12:20:24.513458,18287.0,12769.0,36.0,40.0,31056.0,0,0
2026-01-04 12:20:25.514827,6270.0,50344.0,37.0,67.0,56614.0,0,0
2026-01-04 12:20:26.515505,136013.0,210275.0,218.0,327.0,346288.0,0,0
2026-01-04 12:20:27.516460,230385.0,470036.0,476.0,767.0,700421.0,0,0
2026-01-04 12:20:28.517562,52475.0,224128.0,237.0,418.0,276603.0,0,0
2026-01-04 12:20:29.518519,828.0,5214.0,9.0,14.0,6042.0,0,0
2026-01-04 12:20:30.519519,1799.0,383.0,6.0,5.0,2182.0,0,0
2026-01-04 12:20:31.520598,2007.0,4770.0,7.0,8.0,6777.0,0,0
2026-01-04 12:20:32.521503,55949.0,3651.0,38.0,31.0,59600.0,0,0
2026-01-04 12:20:33.522516,12189.0,5393.0,32.0,27.0,17582.0,0,0
2026-01-04 12:20:34.523840,13039.0,5164.0,12.0,17.0,18203.0,0,0
2026-01-04 12:20:35.524474,21774.0,2387.0,20.0,18.0,24161.0,0,0
2026-01-04 12:20:36.525527,16446.0,8330.0,23.0,20.0,24776.0,0,0
2026-01-04 12:20:37.526852,543.0,1405.0,6.0,9.0,1948.0,0,0
2026-01-04 12:20:38.528303,2546.0,2132.0,32.0,28.0,4678.0,0,0
2026-01-04 12:20:39.529557,9156.0,9649.0,31.0,33.0,18805.0,0,0
2026-01-04 12:20:40.530952,24698.0,26197.0,33.0,50.0,50895.0,0,0
2026-01-04 12:20:41.532365,15540.0,15841.0,26.0,36.0,31381.0,0,0
2026-01-04 12:20:42.533702,12461.0,14477.0,23.0,29.0,26938.0,0,0
2026-01-04 12:20:43.535118,8599.0,9620.0,26.0,20.0,18219.0,0,0
2026-01-04 12:20:44.535521,85167.0,87752.0,242.0,266.0,172919.0,0,0
2026-01-04 12:20:45.536511,18498.0,18986.0,37.0,48.0,37484.0,0,0
2026-01-04 12:20:46.537584,11428.0,13979.0,16.0,20.0,25407.0,0,0
2026-01-04 12:20:47.538913,38432.0,240574.0,222.0,326.0,279006.0,0,0
2026-01-04 12:20:48.540187,88265.0,756803.0,345.0,855.0,845068.0,0,0
2026-01-04 12:20:49.541612,177599.0,495559.0,581.0,828.0,673158.0,0,0
2026-01-04 12:20:50.542919,2901.0,13224.0,24.0,39.0,16125.0,0,0
2026-01-04 12:20:51.544111,6842.0,1305.0,12.0,8.0,8147.0,0,0
2026-01-04 12:20:52.545425,25883.0,36923.0,50.0,69.0,62806.0,0,0
2026-01-04 12:20:53.546499,142968.0,657054.0,427.0,775.0,800022.0,0,0
2026-01-04 12:20:54.547461,91625.0,990604.0,346.0,890.0,1082229.0,0,0
2026-01-04 12:20:55.548729,29636.0,1209668.0,232.0,821.0,1239304.0,0,0
2026-01-04 12:20:56.550062,60325.0,459689.0,179.0,431.0,520014.0,0,0
2026-01-04 12:20:57.551313,14056.0,67792.0,33.0,106.0,81848.0,0,0
2026-01-04 12:20:58.552576,9143.0,810.0,14.0,9.0,9953.0,0,0
2026-01-04 12:20:59.553785,6605.0,1992.0,24.0,25.0,8597.0,0,0
2026-01-04 12:21:00.555019,2847.0,5497.0,16.0,16.0,8344.0,0,0
2026-01-04 12:21:01.556276,0.0,0.0,0.0,0.0,0.0,0,0
2026-01-04 12:21:02.557649,652.0,534.0,8.0,7.0,1186.0,0,0
2026-01-04 12:21:03.558866,8641.0,10418.0,40.0,34.0,19059.0,0,0
2026-01-04 12:21:04.560188,759.0,700.0,8.0,7.0,1459.0,0,0
2026-01-04 12:21:05.561502,13834.0,1787.0,21.0,17.0,15621.0,0,0
2026-01-04 12:21:06.562817,555.0,906.0,5.0,5.0,1461.0,0,0
2026-01-04 12:21:07.563463,13790.0,17379.0,27.0,34.0,31169.0,0,0
2026-01-04 12:21:08.564931,10171.0,7361.0,21.0,25.0,17532.0,0,0
2026-01-04 12:21:09.566131,312.0,237.0,3.0,3.0,549.0,0,0
2026-01-04 12:21:10.567406,711.0,222.0,8.0,3.0,933.0,0,0
2026-01-04 12:21:11.568594,190.0,170.0,3.0,3.0,360.0,0,0
2026-01-04 12:21:12.569935,11217.0,10826.0,39.0,37.0,22043.0,0,0
2026-01-04 12:21:13.571238,3649.0,6636.0,31.0,26.0,10285.0,0,0
2026-01-04 12:21:14.572560,307.0,518.0,3.0,8.0,825.0,0,0
2026-01-04 12:21:15.573735,893.0,424.0,10.0,6.0,1317.0,0,0
2026-01-04 12:21:16.574980,322.0,116.0,4.0,2.0,438.0,0,0
2026-01-04 12:21:17.576223,5477.0,6712.0,21.0,25.0,12189.0,0,0
2026-01-04 12:21:18.577558,3618.0,734.0,8.0,8.0,4352.0,0,0
2026-01-04 12:21:19.578525,484.0,296.0,5.0,4.0,780.0,0,0
2026-01-04 12:21:20.579506,317.0,0.0,3.0,0.0,317.0,0,0
2026-01-04 12:21:21.580737,42510.0,47467.0,109.0,105.0,89977.0,0,0
2026-01-04 12:21:22.581980,48417.0,365337.0,230.0,382.0,413754.0,0,0
2026-01-04 12:21:23.582460,17736.0,27889.0,71.0,94.0,45625.0,0,0
2026-01-04 12:21:24.583461,9051.0,9716.0,20.0,22.0,18767.0,0,0
2026-01-04 12:21:25.584733,989.0,289.0,11.0,4.0,1278.0,0,0
2026-01-04 12:21:26.586058,11313.0,2387.0,17.0,21.0,13700.0,0,0
2026-01-04 12:21:27.587420,19862.0,6956.0,52.0,45.0,26818.0,0,0
2026-01-04 12:21:28.588542,17265.0,16686.0,55.0,62.0,33951.0,0,0
2026-01-04 12:21:29.589507,744.0,2654.0,8.0,14.0,3398.0,0,0
2026-01-04 12:21:30.590459,1412.0,258.0,7.0,2.0,1670.0,0,0
2026-01-04 12:21:31.591590,3407.0,5327.0,15.0,15.0,8734.0,0,0
2026-01-04 12:21:32.592591,7876.0,1315.0,12.0,11.0,9191.0,0,0
2026-01-04 12:21:33.593896,22018.0,1213.0,25.0,13.0,23231.0,0,0
2026-01-04 12:21:34.595225,64246.0,183519.0,94.0,273.0,247765.0,0,0
2026-01-04 12:21:35.596514,376.0,1923.0,4.0,3.0,2299.0,0,0
2026-01-04 12:21:36.597510,5403.0,1820.0,32.0,23.0,7223.0,0,0
2026-01-04 12:21:37.598521,81684.0,124377.0,155.0,238.0,206061.0,0,0
2026-01-04 12:21:38.599575,2727.0,5218.0,14.0,13.0,7945.0,0,0
2026-01-04 12:21:39.600569,96.0,74.0,1.0,1.0,170.0,0,0
2026-01-04 12:21:40.601506,954.0,552.0,11.0,8.0,1506.0,0,0
2026-01-04 12:21:41.602793,8316.0,920.0,13.0,10.0,9236.0,0,0
2026-01-04 12:21:42.603615,7494.0,944.0,10.0,9.0,8438.0,0,0
2026-01-04 12:21:43.604463,5814.0,1107.0,9.0,7.0,6921.0,0,0
2026-01-04 12:21:44.605467,7801.0,1025.0,14.0,12.0,8826.0,0,0
2026-01-04 12:21:45.606760,2861.0,2338.0,13.0,9.0,5199.0,0,0
2026-01-04 12:21:46.607528,317.0,0.0,3.0,0.0,317.0,0,0
2026-01-04 12:21:47.608509,724.0,505.0,7.0,5.0,1229.0,0,0
2026-01-04 12:21:48.609460,2640.0,4270.0,14.0,9.0,6910.0,0,0
2026-01-04 12:21:49.610512,1467.0,2692.0,16.0,25.0,4159.0,0,0
2026-01-04 12:21:50.611507,258.0,642.0,3.0,8.0,900.0,0,0
2026-01-04 12:21:51.612505,1992.0,470.0,9.0,6.0,2462.0,0,0
2026-01-04 12:21:52.613916,403.0,387.0,4.0,2.0,790.0,0,0
2026-01-04 12:21:53.614458,1330.0,1136.0,12.0,11.0,2466.0,0,0
2026-01-04 12:21:54.615515,0.0,0.0,0.0,0.0,0.0,0,0
2026-01-04 12:21:55.616495,636.0,195.0,5.0,2.0,831.0,0,0
2026-01-04 12:21:56.617508,1149.0,601.0,12.0,8.0,1750.0,0,0
2026-01-04 12:21:57.618519,403.0,132.0,4.0,2.0,535.0,0,0
2026-01-04 12:21:58.619501,500.0,354.0,4.0,3.0,854.0,0,0
2026-01-04 12:21:59.620521,1371.0,736.0,10.0,9.0,2107.0,0,0
2026-01-04 12:22:00.621509,5623.0,9827.0,33.0,27.0,15450.0,0,0
2026-01-04 12:22:01.622522,83866.0,155353.0,133.0,254.0,239219.0,0,0
2026-01-04 12:22:02.623516,12250.0,16245.0,28.0,29.0,28495.0,0,0
2026-01-04 12:22:03.624821,13145.0,5317.0,22.0,18.0,18462.0,0,0
2026-01-04 12:22:04.625511,603.0,1518.0,5.0,8.0,2121.0,0,0
2026-01-04 12:22:05.626510,0.0,0.0,0.0,0.0,0.0,0,0
2026-01-04 12:22:06.627823,5344.0,731.0,13.0,9.0,6075.0,0,0
2026-01-04 12:22:07.628490,810.0,337.0,8.0,4.0,1147.0,0,0
2026-01-04 12:22:08.629494,692.0,676.0,12.0,12.0,1368.0,0,0
2026-01-04 12:22:09.630471,7789.0,3977.0,19.0,18.0,11766.0,0,0
2026-01-04 12:22:10.631501,31519.0,33512.0,78.0,84.0,65031.0,0,0
2026-01-04 12:22:11.632509,9616.0,35540.0,41.0,54.0,45156.0,0,0
2026-01-04 12:22:12.633604,117406.0,278984.0,214.0,390.0,396390.0,0,0
2026-01-04 12:22:13.634509,63603.0,390953.0,306.0,554.0,454556.0,0,0
2026-01-04 12:22:14.635838,126970.0,388246.0,394.0,598.0,515216.0,0,0
2026-01-04 12:22:15.637227,50883.0,4595.0,20.0,33.0,55478.0,0,0
2026-01-04 12:22:16.638530,11954.0,7830.0,27.0,32.0,19784.0,0,0
2026-01-04 12:22:17.639929,0.0,66.0,0.0,1.0,66.0,0,0
2026-01-04 12:22:18.640490,519.0,184.0,3.0,1.0,703.0,0,0
2026-01-04 12:22:19.641514,59918.0,7436.0,34.0,37.0,67354.0,0,0
2026-01-04 12:22:20.642518,223.0,1077.0,2.0,5.0,1300.0,0,0
2026-01-04 12:22:21.643512,688.0,1118.0,8.0,9.0,1806.0,0,0
2026-01-04 12:22:22.644459,382.0,288.0,5.0,4.0,670.0,0,0
2026-01-04 12:22:23.645462,5327.0,5218.0,17.0,17.0,10545.0,0,0
2026-01-04 12:22:24.646507,282.0,176.0,2.0,1.0,458.0,0,0
2026-01-04 12:22:25.647841,430.0,330.0,5.0,5.0,760.0,0,0
2026-01-04 12:22:26.648520,1964.0,3767.0,7.0,4.0,5731.0,0,0
2026-01-04 12:22:27.649500,481.0,1471.0,5.0,10.0,1952.0,0,0
2026-01-04 12:22:28.650461,109.0,0.0,1.0,0.0,109.0,0,0
2026-01-04 12:22:29.651511,1898.0,864.0,15.0,11.0,2762.0,0,0
2026-01-04 12:22:30.652491,1810.0,5649.0,11.0,12.0,7459.0,0,0
2026-01-04 12:22:31.653516,0.0,0.0,0.0,0.0,0.0,0,0
2026-01-04 12:22:32.654561,9403.0,8750.0,20.0,22.0,18153.0,0,0
2026-01-04 12:22:33.655462,125341.0,90318.0,168.0,162.0,215659.0,0,0
2026-01-04 12:22:34.656460,150109.0,838389.0,576.0,1174.0,988498.0,0,0
2026-01-04 12:22:35.657555,911.0,2304.0,9.0,12.0,3215.0,0,0
2026-01-04 12:22:36.658851,0.0,0.0,0.0,0.0,0.0,0,0
2026-01-04 12:22:37.659493,1111.0,618.0,11.0,9.0,1729.0,0,0
2026-01-04 12:22:38.660511,65966.0,13504.0,72.0,71.0,79470.0,0,0
2026-01-04 12:22:39.661504,2284.0,5241.0,13.0,13.0,7525.0,0,0
2026-01-04 12:22:40.662500,321.0,132.0,3.0,2.0,453.0,0,0
2026-01-04 12:22:41.663521,1516.0,532.0,12.0,8.0,2048.0,0,0
2026-01-04 12:22:42.664933,2476.0,5344.0,17.0,16.0,7820.0,0,0
2026-01-04 12:22:43.665523,338.0,132.0,3.0,2.0,470.0,0,0
2026-01-04 12:22:44.666573,13183.0,6943.0,24.0,17.0,20126.0,0,0
2026-01-04 12:22:45.667504,299540.0,621652.0,617.0,1005.0,921192.0,0,0
2026-01-04 12:22:46.668784,156591.0,150947.0,199.0,325.0,307538.0,0,0
2026-01-04 12:22:47.669533,184439.0,493803.0,521.0,704.0,678242.0,0,0
2026-01-04 12:22:48.670558,16117.0,28079.0,48.0,69.0,44196.0,0,0
2026-01-04 12:22:49.671507,6879.0,6582.0,17.0,18.0,13461.0,0,0
2026-01-04 12:22:50.672716,321.0,132.0,3.0,2.0,453.0,0,0
2026-01-04 12:22:51.673520,2548.0,592.0,6.0,8.0,3140.0,0,0
2026-01-04 12:22:52.674512,519.0,884.0,5.0,5.0,1403.0,0,0
2026-01-04 12:22:53.675953,28279.0,24919.0,64.0,71.0,53198.0,0,0
2026-01-04 12:22:54.677254,14939.0,24566.0,38.0,48.0,39505.0,0,0
2026-01-04 12:22:55.679733,866.0,2478.0,7.0,8.0,3344.0,0,0
2026-01-04 12:22:56.680507,14989.0,6871.0,23.0,19.0,21860.0,0,0
2026-01-04 12:22:57.681513,629.0,1170.0,7.0,8.0,1799.0,0,0
2026-01-04 12:22:58.682576,2108.0,757.0,13.0,10.0,2865.0,0,0
2026-01-04 12:22:59.683977,4946.0,6514.0,18.0,21.0,11460.0,0,0
2026-01-04 12:23:00.685412,86.0,184.0,1.0,1.0,270.0,0,0
2026-01-04 12:23:01.686509,1286.0,700.0,13.0,9.0,1986.0,0,0
2026-01-04 12:23:02.687958,652.0,984.0,8.0,13.0,1636.0,0,0
2026-01-04 12:23:03.688532,0.0,0.0,0.0,0.0,0.0,0,0
2026-01-04 12:23:04.689498,864.0,755.0,6.0,7.0,1619.0,0,0
2026-01-04 12:23:05.690520,2710.0,6748.0,13.0,16.0,9458.0,0,0
2026-01-04 12:23:06.691588,665.0,907.0,6.0,6.0,1572.0,0,0
2026-01-04 12:23:07.692976,543.0,1083.0,5.0,5.0,1626.0,0,0
2026-01-04 12:23:08.693522,7417.0,1974.0,13.0,14.0,9391.0,0,0
2026-01-04 12:23:09.694826,378.0,316.0,3.0,3.0,694.0,0,0
2026-01-04 12:23:10.695440,344.0,264.0,4.0,4.0,608.0,0,0
2026-01-04 12:23:11.696522,2409.0,4940.0,12.0,11.0,7349.0,0,0
2026-01-04 12:23:12.697512,184.0,459.0,2.0,6.0,643.0,0,0
2026-01-04 12:23:13.698517,86.0,0.0,1.0,0.0,86.0,0,0
2026-01-04 12:23:14.699514,1020.0,794.0,11.0,10.0,1814.0,0,0
2026-01-04 12:23:15.700495,120.0,436.0,1.0,1.0,556.0,0,0
2026-01-04 12:23:16.701634,0.0,0.0,0.0,0.0,0.0,0,0
2026-01-04 12:23:17.702511,15637.0,38116.0,43.0,67.0,53753.0,0,0
2026-01-04 12:23:18.703982,944.0,58121.0,10.0,77.0,59065.0,0,0
2026-01-04 12:23:19.704575,4100.0,69958.0,46.0,91.0,74058.0,0,0
2026-01-04 12:23:20.705481,0.0,0.0,0.0,0.0,0.0,0,0
2026-01-04 12:23:21.706503,94.0,590.0,1.0,1.0,684.0,0,0
2026-01-04 12:23:22.707511,2265.0,4977.0,10.0,11.0,7242.0,0,0
2026-01-04 12:23:23.708116,7598.0,831.0,11.0,11.0,8429.0,0,0
2026-01-04 12:23:24.709415,590.0,398.0,6.0,4.0,988.0,0,0
2026-01-04 12:23:25.710636,783.0,74.0,3.0,1.0,857.0,0,0
2026-01-04 12:23:26.711522,2381.0,5732.0,12.0,13.0,8113.0,0,0
2026-01-04 12:23:27.712563,394.0,327.0,5.0,4.0,721.0,0,0
2026-01-04 12:23:28.713606,234.0,156.0,3.0,2.0,390.0,0,0
2026-01-04 12:23:29.714533,686.0,577.0,7.0,6.0,1263.0,0,0
2026-01-04 12:23:30.715525,516.0,396.0,6.0,6.0,912.0,0,0
2026-01-04 12:23:31.716632,172.0,132.0,2.0,2.0,304.0,0,0
2026-01-04 12:23:32.718070,7299.0,1067.0,9.0,7.0,8366.0,0,0
2026-01-04 12:23:33.719417,1206.0,2180.0,10.0,12.0,3386.0,0,0
2026-01-04 12:23:34.720868,1434.0,974.0,16.0,14.0,2408.0,0,0
2026-01-04 12:23:35.721462,2093.0,4843.0,8.0,9.0,6936.0,0,0
2026-01-04 12:23:36.722596,0.0,0.0,0.0,0.0,0.0,0,0
2026-01-04 12:23:37.724021,308.0,222.0,4.0,3.0,530.0,0,0
2026-01-04 12:23:38.725340,606.0,586.0,11.0,11.0,1192.0,0,0
2026-01-04 12:23:39.726562,378.0,250.0,3.0,2.0,628.0,0,0
2026-01-04 12:23:40.727878,0.0,0.0,0.0,0.0,0.0,0,0
2026-01-04 12:23:41.728537,2512.0,4846.0,10.0,9.0,7358.0,0,0
2026-01-04 12:23:42.729514,258.0,250.0,3.0,2.0,508.0,0,0
2026-01-04 12:23:43.730495,308.0,288.0,4.0,4.0,596.0,0,0
2026-01-04 12:23:44.731493,373.0,404.0,3.0,5.0,777.0,0,0
2026-01-04 12:23:45.732635,4641.0,6908.0,16.0,14.0,11549.0,0,0
2026-01-04 12:23:46.733979,160.0,250.0,2.0,2.0,410.0,0,0
2026-01-04 12:23:47.734509,843.0,502.0,7.0,6.0,1345.0,0,0
2026-01-04 12:23:48.735524,148.0,156.0,2.0,2.0,304.0,0,0
2026-01-04 12:23:49.736891,932.0,772.0,10.0,8.0,1704.0,0,0
2026-01-04 12:23:50.737634,410.0,184.0,2.0,1.0,594.0,0,0
2026-01-04 12:23:51.739087,2445.0,4975.0,12.0,11.0,7420.0,0,0
2026-01-04 12:23:52.740362,172.0,289.0,2.0,4.0,461.0,0,0
2026-01-04 12:23:53.741577,1132.0,973.0,14.0,12.0,2105.0,0,0
2026-01-04 12:23:54.742498,282.0,176.0,2.0,1.0,458.0,0,0
2026-01-04 12:23:55.743533,27293.0,4441.0,50.0,40.0,31734.0,0,0
2026-01-04 12:23:56.744503,17598.0,14298.0,34.0,36.0,31896.0,0,0
2026-01-04 12:23:57.745578,223.0,1012.0,2.0,4.0,1235.0,0,0
2026-01-04 12:23:58.746520,4752.0,3793.0,18.0,18.0,8545.0,0,0
2026-01-04 12:23:59.747466,956.0,560.0,10.0,8.0,1516.0,0,0
2026-01-04 12:24:00.748135,1204.0,748.0,14.0,8.0,1952.0,0,0
2026-01-04 12:24:01.748507,18238.0,17194.0,37.0,38.0,35432.0,0,0
2026-01-04 12:24:02.749510,35642.0,168739.0,112.0,184.0,204381.0,0,0
2026-01-04 12:24:03.750500,17983.0,21261.0,28.0,31.0,39244.0,0,0
2026-01-04 12:24:04.751504,1748.0,6354.0,10.0,16.0,8102.0,0,0
2026-01-04 12:24:05.752508,8266.0,29937.0,17.0,24.0,38203.0,0,0
2026-01-04 12:24:06.753498,406.0,1014.0,5.0,7.0,1420.0,0,0
2026-01-04 12:24:07.754459,8311.0,2334.0,13.0,12.0,10645.0,0,0
2026-01-04 12:24:08.755464,0.0,0.0,0.0,0.0,0.0,0,0
2026-01-04 12:24:09.756508,322.0,140.0,2.0,2.0,462.0,0,0
2026-01-04 12:24:10.757532,33887.0,23936.0,88.0,87.0,57823.0,0,0
2026-01-04 12:24:11.758517,585.0,1814.0,7.0,11.0,2399.0,0,0
2026-01-04 12:24:12.759881,7174.0,8010.0,72.0,72.0,15184.0,0,0
2026-01-04 12:24:13.760461,1367.0,778.0,15.0,9.0,2145.0,0,0
2026-01-04 12:24:14.761460,12729.0,9301.0,27.0,37.0,22030.0,0,0
2026-01-04 12:24:15.762520,5382.0,4092.0,20.0,20.0,9474.0,0,0
2026-01-04 12:24:16.763583,0.0,93.0,0.0,1.0,93.0,0,0
2026-01-04 12:24:17.764522,0.0,253.0,0.0,1.0,253.0,0,0
2026-01-04 12:24:18.765521,0.0,54.0,0.0,1.0,54.0,0,0
2026-01-04 12:24:19.766512,1105.0,776.0,13.0,12.0,1881.0,0,0
2026-01-04 12:24:20.767786,2555.0,5021.0,12.0,10.0,7576.0,0,0
2026-01-04 12:24:21.768464,0.0,656.0,0.0,2.0,656.0,0,0
2026-01-04 12:24:22.769518,234.0,108.0,3.0,2.0,342.0,0,0
2026-01-04 12:24:23.770798,668.0,676.0,12.0,12.0,1344.0,0,0
2026-01-04 12:24:24.771461,0.0,0.0,0.0,0.0,0.0,0,0
2026-01-04 12:24:25.772458,282.0,176.0,2.0,1.0,458.0,0,0
2026-01-04 12:24:26.773814,0.0,0.0,0.0,0.0,0.0,0,0
2026-01-04 12:24:27.775214,499.0,250.0,3.0,2.0,749.0,0,0
